Name,Type,Giver,Location,Material Required 1,Material Amount 1,Material Required 2,Material Amount 2,Material Required 3,Material Amount 3,Caption Start,Caption 2,Caption 3,Caption 4,Caption 5,Caption 6,Caption 7,Caption 8,Caption 9,Caption 10,Caption 11,Caption 12,Caption 13,Caption 14,Caption 15,Caption 16,Caption 17,Caption Complete,Shrine,ID,Menu Order,SortIndex,Type Sort
Impa and the Geoglyphs,Main Quest,Cado,New Serenne Stable,-,-,-,-,-,-,"Cado told you that Impa is traveling Hyrule to
see the so-called geoglyphs that have
appeared across the land. He said she's at
New Serenne Stable and that he's going there
to join her.

If you meet her there, you may be able to get a
clue about Princess Zelda's whereabouts.","You saw Cado at New Serenne Stable and
told him about your search for Princess Zelda.
He said you should meet with Impa, who is
at some ruins very close by.

She may have information about Princess
Zelda's whereabouts.","Impa was investigating a geoglyph near New
Serenne Stable. She's frustrated because
it's impossible to see the full picture from
the ground.

If you fix the broken balloon she told you about,
she might be able to get a bird's-eye view.","You hitched a ride on the balloon and saw the
whole geoglyph from the air. According to Impa,
hidden somewhere in the geoglyph is something
called a Dragon's Tear.

Search the most likely spot to find it.",-,-,-,-,-,-,-,-,-,-,-,-,-,"You found a pool in a geoglyph that was likely
one of the Dragon's Tears. Upon touching it,
you had a strange vision about Princess Zelda.

Impa believes that the Dragon's Tears are
connected to the princess in some way. Go in
search of every geoglyph to find more clues
about what's happened to her.",-,GroundPaintingAir01,022,81,01
The Dragon's Tears,Main Quest,Impa,New Serenne Stable,-,-,-,-,-,-,"You found one of the mysterious Dragon's
Tears within a geoglyph and received a vision
about Princess Zelda by investigating it.

Impa thinks that the mystery of the geoglyphs
might connect to something that's inside the
Forgotten Temple. It's located somewhere
along the bottom of a canyon in Hebra.","You saw Cado at the entrance to the Forgotten
Temple. He said that he's come here with Impa
to find something inside that's connected to
the geoglyphs. She's apparently gone deeper
into the temple.

See what you can discover in this mysterious
place.","Inside the Forgotten Temple is a map of Hyrule
and 11 murals related to the geoglyphs.
It seems that these geoglyphs appeared in
various places after the Upheaval when
Princess Zelda went missing.

You have left to investigate.","You visited all 11 geoglyphs and witnessed all
the memories in the Dragon's Tears. Afterward,
a Light Dragon appeared above you and shed a
new tear.

The tear seems to have fallen to the Rist
Peninsula in the Akkala region.",-,-,-,-,-,-,-,-,-,-,-,-,-,"You visited all the geoglyphs and witnessed all
the memories in the Dragon's Tears. These
visions showed you Princess Zelda sacrificing
herself, becoming the Light Dragon, and hoping
to eventually entrust the Master Sword to you.
You must honor the princess's wish, somehow.",-,MemoryOfTheDragon,023,82,01
Hateno Village Research Lab,Side Adventure,Robbie,Lookout Landing,-,-,-,-,-,-,"Robbie says that he can equip your Purah Pad
with a sensor that can detect specific things.
He wants you to come to the Purah Pad
Research Lab near Hateno Village.

You'll find it at the edge of the East Necluda
region in southeast Hyrule. There he'll set up
the sensor to detect shrines.","Robbie installed the sensor, which can detect
shrines. It uses sound to guide you to shrines
and will respond more strongly when you move
in the direction of the shrine.

Find the shrine down the slope right outside the
lab, in the direction the sensor is pointing you.","You discovered the shrine that the sensor was
reacting to in a cave at the bottom of the hill.

Go check in with Robbie.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Robbie installed the sensor, which detects
shrines. He said he's created even more
features for your Purah Pad. Speak to him
anytime if you'd like to learn more.",-,FindWithSensors,024,111,02
Filling Out the Compendium,Side Adventure,Robbie,Hateno Ancient Tech Lab,-,-,-,-,-,-,"The Hyrule Compendium on your Purah Pad
will automatically register pictures of creatures,
monsters, materials, equipment, and treasure
you take with your camera.

Robbie invited you to purchase pictures
you haven't captured yet from his own
Hyrule Compendium.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The Hyrule Compendium on your Purah Pad
will automatically register pictures of creatures,
monsters, materials, equipment, and treasure
you take with your camera. From now on, you
can still purchase Hyrule Compendium pictures
you haven't bought for yourself yet by selecting
them from Robbie's compendium.",-,HatenoPurchasePicture,025,112,02
Presenting: The Travel Medallion!,Side Adventure,Robbie,Hateno Ancient Tech Lab,-,-,-,-,-,-,"The Purah Pad has a feature called the
travel medallion, which allows you to set a
location that you can instantly return to.
But the prototype you need to activate this
feature was left at the Akkala Ancient Tech Lab.

It's rumored that the lab has been taken over
by intruders...","The Purah Pad has a feature called the
travel medallion, which allows you to set a
location that you can instantly return to.
You picked up the prototype needed to activate
this feature from the Akkala Ancient Tech Lab.

Give it to Robbie at the Purah Pad Research
Lab near Hateno Village.","You can now use the travel medallion to
instantly return to any location you have set.
The pad can hold two more travel medallions.

Once 10 regions have been mapped, a second
travel medallion can be activated. The travel
medallion is accessible from your Key Items.","You can now use two travel medallions to
instantly return to any location you have set.
The pad can hold one more travel medallion.

Once 15 regions have been mapped, a third
travel medallion can be activated. The travel
medallions are accessible from your Key Items.",-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave Robbie all the data he needed to
upgrade the Purah Pad once again. You can
now use three travel medallions to instantly
return to any location you have set. The travel
medallions are accessible from your Key Items.",-,GetWarpMarker,026,113,02
Presenting: Hero's Path Mode!,Side Adventure,Robbie,Hateno Ancient Tech Lab,-,-,-,-,-,-,"Apparently the Purah Pad has a feature called
hero's path mode that allows you to review
where you've been. However, calibrating the
upgrade will require data from 15 shrine
locations.

Have Robbie make the modifications once you
have the data.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave Robbie data on 15 shrine locations,
and he successfully updated the Purah Pad.

Now you can use the hero's path mode to see
where you've been on the map.",-,GetWalker,027,114,02
Presenting: Sensor +!,Side Adventure,Robbie,Hateno Ancient Tech Lab,-,-,-,-,-,-,"The Purah Pad has a function called sensor +
that allows you to pinpoint the location of
things registered in your Hyrule Compendium.
However, upgrading requires data from five
types of monsters.

Have Robbie make the modification once
you've collected all the data.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave Robbie data on five types of
monsters, and he upgraded the Purah Pad.

Now you can use sensor + to pinpoint the
location of things registered in your Hyrule
Compendium.",-,GetSensorPlus,028,115,02
Mattison's Independence,Side Adventure,Hudson,Tarrey Town,Sundelion,10,-,-,-,-,"Hudson and Rhondson of Hudson Construction
were discussing the pending departure of
someone named Mattison. Rhondson seemed
upbeat about it, but Hudson looked sad.

He appears to be worried about something.","It seems Hudson's only daughter, Mattison,
is moving to Gerudo Town on her own in
accordance with Gerudo law.

Both Hudson and Rhondson regret that they
are too busy to play with Mattison, especially
since it won't be long before she leaves.","Hudson and Rhondson's daughter, Mattison, is
studying the Gerudo language in preparation for
her move.

She's going to find Granny Monari, and said
something about giving her a quiz...","Mattison has been teaching the Gerudo
language to the people of Tarrey Town so that
her mother, Rhondson, won't feel so lonely.

Now she's headed toward the railcar. She
wants to help her father, Hudson, who's been
very busy with work.","Mattison wants to go to the job site to
help Hudson with his work—but Hagie,
who's in charge of the railcar that
extends to the site, is charging a toll.

Mattison doesn't have any money and
is, instead, trying to figure out a way to
obscure Hagie's line of sight.","Mattison managed to evade Hagie and ride 
the railcar. Was she was able to meet up
with Hudson at the worksite?","Hudson is trying to make a balloon for
Mattison to help his daughter's departure feel
like a grand celebration.

He needs sundelions so he can dye it
yellow—Mattison's favorite color.",-,-,-,-,-,-,-,-,-,-,"Along with Rhondson, Hudson, and the people
of Tarrey Town, you saw Mattison off on her
journey to Gerudo Town.

If you go to Gerudo Town, perhaps you can see
Mattison again.",-,IchikaraChallenge01,029,201,02
A Letter to Koyin,Side Adventure,Koyin,Hateno Village,-,-,-,-,-,-,"Koyin, a farmer in Hateno Village, dropped a
message bottle containing a letter from her
great-grandfather into a pond.

Worse still, she's not a good enough swimmer
to dive into the pond after it.","You retrieved the message bottle containing
a letter from Koyin's great-grandfather. After
reading it over, Koyin has big plans for the farm.

She asked you to come to the house later in
order to receive your reward.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The message in the bottle described a special
cheese-making recipe. Koyin has already
decided to start marketing it as her farm's
signature product. From now on, if you bring
her fresh milk, she'll give you Hateno cheese
in exchange.",-,Hateno_Cheese,030,211,02
A New Signature Food,Side Adventure,Reede,Hateno Village,Hateno Cheese,1,-,-,-,-,"Reede wants to make the food that his
grandfather created with another villager into
a new village staple. However, all he remembers
about it is its creamy, melty mouthfeel and its
unique, pungent aroma.

Reede thinks smelling that aroma again might
jog his memory.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It seems Reede's grandfather had worked with
another villager to make Hateno cheese.
Convinced it will seal his victory in the mayoral
election, Reede decides to market it as Hateno
Village's new signature staple. From now on,
you can buy Hateno cheese not just at Hateno
Pasture but also at Hateno Village's general
store and from merchants on the roads.",-,Hateno_RevitalizeByNewSpeciality,031,212,02
